"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"1637"	"Uba6"	0.103	1	0.126537694122468
"1638"	"Gm8989"	0.127	1	0.126291760609695
"1639"	"Trub1"	0.114	1	0.12628543213027
"1640"	"Tuba1b"	0.137	1	0.126249048826868
"1641"	"Grrp1"	0.114	1	0.126245303418821
"1642"	"Atp6v0d1"	0.132	1	0.126007726620565
"1643"	"Trim44"	0.107	1	0.126000029028379
"1644"	"Pcgf5"	0.111	1	0.125987512319606
"1645"	"Atp7a"	0.144	1	0.125941998014957
"1646"	"Cul1"	0.135	1	0.125936272011465
"1647"	"Pfdn6"	0.106	1	0.125931756534582
"1648"	"Ipp"	0.126	1	0.125734099036169
"1649"	"Baiap3"	0.164	1	0.125567231510267
"1650"	"Rbms2"	0.128	1	0.125318032959673
"1651"	"Asnsd1"	0.128	1	0.125112264353192
"1652"	"9430091E24Rik"	0.151	1	0.125083845276141
"1653"	"Fbxl12"	0.096	1	0.125071875845461
"1654"	"Mapkapk3"	0.125	1	0.124983498151066
"1655"	"Cpt1a"	0.127	1	0.124968195839293
"1656"	"Ccnyl1"	0.141	1	0.124957144090527
"1657"	"Mki67"	0.119	1	0.124957144090527
"1658"	"Stat5b"	0.104	1	0.124935561757056
"1659"	"Mier3"	0.133	1	0.124731078510664
"1660"	"Kctd10"	0.097	1	0.124674277569905
"1661"	"Lnx2"	0.142	1	0.124599670465021
"1662"	"Klc1"	0.123	1	0.124431806375241
"1663"	"Irf3"	0.122	1	0.124423508233896
"1664"	"Asah1"	0.111	1	0.124325386222311
"1665"	"Stard7"	0.125	1	0.124293513080842
"1666"	"Fem1c"	0.117	1	0.124285212717215
"1667"	"2810454H06Rik"	0.131	1	0.124267610002515
"1668"	"Retnlg"	0.091	1	0.12397309288679
"1669"	"Aqp7"	0.104	1	0.123816078111898
"1670"	"Max"	0.121	1	0.123712974531056
"1671"	"Gars"	0.141	1	0.123600549376935
"1672"	"5430405H02Rik"	0.138	1	0.12352685358792
"1673"	"Hist2h2ac"	0.096	1	0.123420360018708
"1674"	"Chst13"	0.12	1	0.123343824218193
"1675"	"Clk3"	0.129	1	0.123317672234923
"1676"	"Srebf2"	0.137	1	0.123291695991006
"1677"	"Tulp4"	0.161	1	0.123039335502246
"1678"	"Ifitm6"	0.128	1	0.122931960957068
"1679"	"Nup54"	0.144	1	0.122915513016205
"1680"	"Alg10b"	0.138	1	0.122833693728614
"1681"	"Zfp456"	0.119	1	0.122720285830643
"1682"	"Lancl2"	0.105	1	0.122663858617782
"1683"	"Nkiras2"	0.123	1	0.122658120498308
"1684"	"Rab22a"	0.126	1	0.122540064974557
"1685"	"Bmp2k"	0.14	1	0.122520005708872
"1686"	"Acad12"	0.144	1	0.122433956417302
"1687"	"0610011F06Rik"	0.146	1	0.122286289758375
"1688"	"St3gal6"	0.146	1	0.122281747985603
"1689"	"Eif2b4"	0.132	1	0.12223332671103
"1690"	"Sec23a"	0.141	1	0.122223170676365
"1691"	"Uqcc3"	0.113	1	0.122215431112432
"1692"	"Commd7"	0.123	1	0.122134050926342
"1693"	"Muc4"	0.145	1	0.122059638385241
"1694"	"Actr5"	0.118	1	0.122006340072568
"1695"	"Ttc39c"	0.142	1	0.121982806257434
"1696"	"Skil"	0.149	1	0.12181820834344
"1697"	"Rpl36"	0.121	1	0.12163837897079
"1698"	"Ube2m"	0.127	1	0.121619416297394
"1699"	"Rundc1"	0.146	1	0.121568309635277
"1700"	"Cul2"	0.145	1	0.121417927833221
"1701"	"Slc28a3"	0.12	1	0.121359441450942
"1702"	"Hook2"	0.147	1	0.121212126814705
"1703"	"Nsmce2"	0.152	1	0.121001315815415
"1704"	"Fip1l1"	0.133	1	0.120965498053349
"1705"	"Irgm2"	0.125	1	0.12093276040692
"1706"	"Msrb1"	0.133	1	0.120753114720812
"1707"	"Mif4gd"	0.104	1	0.120614234894668
"1708"	"Cyfip2"	0.128	1	0.120574207243621
"1709"	"Ercc6"	0.154	1	0.120500279455318
"1710"	"Pold2"	0.149	1	0.12040134335775
"1711"	"Ide"	0.14	1	0.12040134335775
"1712"	"Gcdh"	0.121	1	0.12040134335775
"1713"	"Ppp1r2-ps3"	0.152	1	0.120375479081847
"1714"	"Tmem60"	0.143	1	0.120375479081847
"1715"	"Tmem163"	0.16	1	0.120218481871998
"1716"	"4921509O07Rik"	0.128	1	0.120112742664944
"1717"	"Ffar2"	0.112	1	0.120076361534228
"1718"	"Szrd1"	0.137	1	0.120067806379896
"1719"	"Ube3b"	0.113	1	0.120029525430345
"1720"	"Srebf1"	0.133	1	0.119999383831158
"1721"	"Ifit1bl1"	0.165	1	0.119995951629273
"1722"	"Trmt10a"	0.149	1	0.119995951629273
"1723"	"Rhno1"	0.149	1	0.119995951629273
"1724"	"Drg2"	0.15	1	0.119987185541872
"1725"	"Pprc1"	0.11	1	0.119933813218651
"1726"	"Mrps33"	0.103	1	0.11989762238878
"1727"	"Tmigd3"	0.11	1	0.119862278581795
"1728"	"Spata5"	0.126	1	0.119583288092174
"1729"	"Rnd1"	0.148	1	0.119557752730038
"1730"	"Krba1"	0.172	1	0.119542047772991
"1731"	"Leng1"	0.126	1	0.119356271467542
"1732"	"Ppp1cc"	0.145	1	0.119324528283091
"1733"	"Zfp429"	0.155	1	0.119310319597735
"1734"	"Mir1904"	0.163	1	0.119272312545221
"1735"	"Smarca2"	0.142	1	0.119212283355882
"1736"	"Slc38a9"	0.143	1	0.119178438948965
"1737"	"Cpsf3l"	0.114	1	0.119125872879807
"1738"	"Pygb"	0.093	1	0.118931150889501
"1739"	"Zswim8"	0.127	1	0.118918197538255
"1740"	"Rbm12b1"	0.149	1	0.118887814584192
"1741"	"Ephx1"	0.129	1	0.118827374182876
"1742"	"Wdr70"	0.144	1	0.118775057517713
"1743"	"Elmsan1"	0.145	1	0.118686446541191
"1744"	"Oaz1"	0.104	1	0.118589021100173
"1745"	"Oaz1-ps"	0.102	1	0.118589021100173
"1746"	"Cyp20a1"	0.144	1	0.118345346765568
"1747"	"Bcs1l"	0.151	1	0.118345346765568
"1748"	"Serpinc1"	0.149	1	0.118345346765568
"1749"	"Nuf2"	0.135	1	0.118345346765568
"1750"	"AU041133"	0.145	1	0.118345346765568
"1751"	"Tlcd1"	0.15	1	0.118345346765568
"1752"	"Spag5"	0.139	1	0.118345346765568
"1753"	"Top2a"	0.156	1	0.118345346765568
"1754"	"Sh3yl1"	0.152	1	0.118345346765568
"1755"	"Lrr1"	0.151	1	0.118345346765568
"1756"	"Siva1"	0.153	1	0.118345346765568
"1757"	"Zbtb42"	0.167	1	0.118345346765568
"1758"	"Adamts6"	0.173	1	0.118345346765568
"1759"	"Sgol1"	0.139	1	0.118345346765568
"1760"	"Pfdn1"	0.152	1	0.118345346765568
"1761"	"Spc25"	0.16	1	0.118345346765568
"1762"	"Dnajc17"	0.137	1	0.118345346765568
"1763"	"Tpx2"	0.158	1	0.118345346765568
"1764"	"Ube2c"	0.135	1	0.118345346765568
"1765"	"Zswim5"	0.163	1	0.118345346765568
"1766"	"Fam132a"	0.154	1	0.118345346765568
"1767"	"Mkrn2os"	0.157	1	0.118345346765568
"1768"	"Atn1"	0.141	1	0.118345346765568
"1769"	"Foxm1"	0.148	1	0.118345346765568
"1770"	"Gm10033"	0.158	1	0.118345346765568
"1771"	"Tmem231"	0.141	1	0.118345346765568
"1772"	"Pvrl1"	0.167	1	0.118345346765568
"1773"	"Dscaml1"	0.146	1	0.118345346765568
"1774"	"4931406P16Rik"	0.143	1	0.118284219366612
"1775"	"Rcc2"	0.142	1	0.118266008867499
"1776"	"Grcc10"	0.118	1	0.118213738895498
"1777"	"Gns"	0.126	1	0.117948498052471
"1778"	"Trmt61a"	0.103	1	0.117935232302345
"1779"	"Adam19"	0.138	1	0.117688404888897
"1780"	"Particl"	0.153	1	0.117659185601441
"1781"	"Uap1"	0.143	1	0.117436470963073
"1782"	"Ssr3"	0.157	1	0.117388345731717
"1783"	"Isyna1"	0.147	1	0.117268254802239
"1784"	"Hdgfrp2"	0.136	1	0.117258179669745
"1785"	"Adssl1"	0.134	1	0.117227241363436
"1786"	"B3gnt5"	0.12	1	0.117130256043274
"1787"	"Gba"	0.126	1	0.117118577194831
"1788"	"0610010K14Rik"	0.168	1	0.117114849821628
"1789"	"Kmt2c"	0.146	1	0.117093079699181
"1790"	"Casp8ap2"	0.16	1	0.11708741829394
"1791"	"Arf1"	0.125	1	0.116982234760887
"1792"	"Ndfip1"	0.131	1	0.116855945250174
"1793"	"Izumo4"	0.149	1	0.116853823749371
"1794"	"Mboat7"	0.118	1	0.116802669121472
"1795"	"1700120C14Rik"	0.165	1	0.116629760858966
"1796"	"Mrpl43"	0.151	1	0.116576718980829
"1797"	"Themis2"	0.139	1	0.116528847784516
"1798"	"Lzic"	0.154	1	0.116442725093182
"1799"	"Ccdc127"	0.151	1	0.116428300384537
"1800"	"B630005N14Rik"	0.156	1	0.11615190997461
"1801"	"Ybey"	0.138	1	0.116058394160584
"1802"	"Mapk1"	0.143	1	0.115995146108076
"1803"	"Hdgfrp3"	0.137	1	0.11594529762097
"1804"	"Hsp90aa1"	0.149	1	0.115847752420812
"1805"	"Ubxn7"	0.11	1	0.115688100760497
"1806"	"Lmnb2"	0.164	1	0.115635147984677
"1807"	"Mtg2"	0.15	1	0.115635147984677
"1808"	"Tlr9"	0.157	1	0.115635147984677
"1809"	"1110038F14Rik"	0.149	1	0.115536642616023
"1810"	"Helq"	0.165	1	0.115514548936242
"1811"	"1110004F10Rik"	0.143	1	0.115368502910373
"1812"	"Fbxw2"	0.151	1	0.115255136644761
"1813"	"Ncf1"	0.135	1	0.115252134917227
"1814"	"Hnrnph1"	0.143	1	0.115215410109555
"1815"	"Smtnl2"	0.144	1	0.115194500697966
"1816"	"Chaf1a"	0.14	1	0.115133852213363
"1817"	"Gtf2ird2"	0.128	1	0.115052704518104
"1818"	"Hist1h2bc"	0.144	1	0.115037450503316
"1819"	"Ctnnd1"	0.148	1	0.114872257101462
"1820"	"Zfp84"	0.15	1	0.1148663419719
"1821"	"Zfp688"	0.151	1	0.114825719769544
"1822"	"Setdb2"	0.079	1	0.114822935728639
"1823"	"Opa1"	0.094	1	0.114822935728639
"1824"	"Pola1"	0.177	1	0.114756328929169
"1825"	"S100a9"	0.119	1	0.114741663088593
"1826"	"Pacsin1"	0.12	1	0.114625710530195
"1827"	"Cpsf4"	0.161	1	0.114473231507798
"1828"	"Lamp2"	0.137	1	0.114359396378703
"1829"	"Ube2z"	0.148	1	0.114170437531239
"1830"	"Tnfsf10"	0.155	1	0.114020057224522
"1831"	"Rhobtb2"	0.123	1	0.114004531602907
"1832"	"Pdik1l"	0.096	1	0.113924216649978
"1833"	"Ap1g2"	0.161	1	0.113922154644253
"1834"	"Pdcl"	0.124	1	0.11392112523732
"1835"	"Arfgap2"	0.163	1	0.113618624106045
"1836"	"Cyp2e1"	0.149	1	0.113580034901214
"1837"	"Tmem251"	0.115	1	0.113523649408939
"1838"	"Mrpl35"	0.141	1	0.113461657880468
"1839"	"Tmed10"	0.161	1	0.113364566716919
"1840"	"Taf9"	0.144	1	0.113341563186914
"1841"	"L3mbtl3"	0.151	1	0.113269686150274
"1842"	"Dhx9"	0.166	1	0.11320672775386
"1843"	"Magt1"	0.126	1	0.11314334203562
"1844"	"Sirpb1a"	0.129	1	0.113097270850894
"1845"	"Fbxo38"	0.148	1	0.113092326064951
"1846"	"Alkbh3"	0.157	1	0.112889130207931
"1847"	"Dctn5"	0.127	1	0.112849375487051
"1848"	"Ddx3y"	0.141	1	0.112678368298392
"1849"	"Procr"	0.144	1	0.11262912197741
"1850"	"2410006H16Rik"	0.121	1	0.112412005789203
"1851"	"Polr1a"	0.121	1	0.11217350549666
"1852"	"Rasd1"	0.183	1	0.111981705390606
"1853"	"Tmc8"	0.153	1	0.111940870206573
"1854"	"Ndrg3"	0.141	1	0.11192543379077
"1855"	"Gm20324"	0.154	1	0.111888117059727
"1856"	"Plec"	0.147	1	0.11170464562614
"1857"	"Vamp5"	0.106	1	0.111679080317088
"1858"	"Psma5"	0.158	1	0.111600214801676
"1859"	"Anapc4"	0.137	1	0.111511731538067
"1860"	"Vps37b"	0.134	1	0.111429335490471
"1861"	"Ube2w"	0.142	1	0.111297587344156
"1862"	"4833439L19Rik"	0.139	1	0.111270133462152
"1863"	"Arl5a"	0.145	1	0.111003959216072
"1864"	"Ccdc22"	0.129	1	0.110997865696325
"1865"	"Mtmr1"	0.137	1	0.110911356025212
"1866"	"Il1b"	0.129	1	0.1108964266972
"1867"	"Eif4g2"	0.13	1	0.110837579480918
"1868"	"Polr2k"	0.151	1	0.110782233933502
"1869"	"Cluh"	0.128	1	0.110740068437386
"1870"	"Suclg1"	0.125	1	0.110711977368601
"1871"	"Hnrnpul2"	0.173	1	0.110689504053418
"1872"	"Coro7"	0.132	1	0.110552595140383
"1873"	"4930558J18Rik"	0.282	1	0.110450183515733
"1874"	"Unc80"	0.311	1	0.110450183515733
"1875"	"Prkag3"	0.292	1	0.110450183515733
"1876"	"Utp14b"	0.296	1	0.110450183515733
"1877"	"Htr5b"	0.277	1	0.110450183515733
"1878"	"Golt1a"	0.323	1	0.110450183515733
"1879"	"Tsen15"	0.304	1	0.110450183515733
"1880"	"Cnksr3"	0.297	1	0.110450183515733
"1881"	"Plk5"	0.316	1	0.110450183515733
"1882"	"Ascl4"	0.276	1	0.110450183515733
"1883"	"2310039L15Rik"	0.271	1	0.110450183515733
"1884"	"Csrp2"	0.286	1	0.110450183515733
"1885"	"Ptprb"	0.274	1	0.110450183515733
"1886"	"Slc16a7"	0.318	1	0.110450183515733
"1887"	"Rdh1"	0.336	1	0.110450183515733
"1888"	"Rdh7"	0.291	1	0.110450183515733
"1889"	"Sec14l2"	0.322	1	0.110450183515733
"1890"	"Zfp287"	0.309	1	0.110450183515733
"1891"	"Dnah2"	0.287	1	0.110450183515733
"1892"	"4930563E22Rik"	0.3	1	0.110450183515733
"1893"	"Rab34"	0.314	1	0.110450183515733
"1894"	"Rsad1"	0.285	1	0.110450183515733
"1895"	"Gm11517"	0.288	1	0.110450183515733
"1896"	"Hap1"	0.298	1	0.110450183515733
"1897"	"Caskin2"	0.282	1	0.110450183515733
"1898"	"Baiap2"	0.318	1	0.110450183515733
"1899"	"Meox2"	0.298	1	0.110450183515733
"1900"	"Tc2n"	0.312	1	0.110450183515733
"1901"	"Cdc42bpb"	0.284	1	0.110450183515733
"1902"	"Zkscan8"	0.268	1	0.110450183515733
"1903"	"Gm15908"	0.283	1	0.110450183515733
"1904"	"Golm1"	0.285	1	0.110450183515733
"1905"	"Lrrc14b"	0.285	1	0.110450183515733
"1906"	"Nr2f1"	0.298	1	0.110450183515733
"1907"	"A830082K12Rik"	0.303	1	0.110450183515733
"1908"	"3110070M22Rik"	0.302	1	0.110450183515733
"1909"	"Olfr1507"	0.304	1	0.110450183515733
"1910"	"Ranbp3l"	0.277	1	0.110450183515733
"1911"	"Tbc1d31"	0.305	1	0.110450183515733
"1912"	"Apol10b"	0.294	1	0.110450183515733
"1913"	"Gtse1"	0.325	1	0.110450183515733
"1914"	"Pced1b"	0.283	1	0.110450183515733
"1915"	"Fkbp11"	0.297	1	0.110450183515733
"1916"	"Tfcp2"	0.273	1	0.110450183515733
"1917"	"Zfp385a"	0.3	1	0.110450183515733
"1918"	"Prdm9"	0.309	1	0.110450183515733
"1919"	"Zfp760"	0.289	1	0.110450183515733
"1920"	"9630028I04Rik"	0.299	1	0.110450183515733
"1921"	"Tead3"	0.297	1	0.110450183515733
"1922"	"Crisp3"	0.279	1	0.110450183515733
"1923"	"Slc29a1"	0.29	1	0.110450183515733
"1924"	"1700001C19Rik"	0.308	1	0.110450183515733
"1925"	"Vmac"	0.309	1	0.110450183515733
"1926"	"Rmdn2"	0.302	1	0.110450183515733
"1927"	"2700099C18Rik"	0.297	1	0.110450183515733
"1928"	"Aqp4"	0.287	1	0.110450183515733
"1929"	"1700086O06Rik"	0.272	1	0.110450183515733
"1930"	"Rab27b"	0.288	1	0.110450183515733
"1931"	"Tm7sf2"	0.294	1	0.110450183515733
"1932"	"Fra10ac1"	0.288	1	0.110450183515733
"1933"	"Cutc"	0.316	1	0.110450183515733
"1934"	"Rpp38"	0.313	1	0.110450183515733
"1935"	"Grin1"	0.293	1	0.110450183515733
"1936"	"Grin1os"	0.304	1	0.110450183515733
"1937"	"Egfl7"	0.272	1	0.110450183515733
"1938"	"Gm13446"	0.27	1	0.110450183515733
"1939"	"Olfr1109"	0.307	1	0.110450183515733
"1940"	"Tmc2"	0.303	1	0.110450183515733
"1941"	"Zfp442"	0.282	1	0.110450183515733
"1942"	"Sulf2"	0.283	1	0.110450183515733
"1943"	"Gm14295"	0.274	1	0.110450183515733
"1944"	"Ndst3"	0.305	1	0.110450183515733
"1945"	"Hadh"	0.281	1	0.110450183515733
"1946"	"Tmem68"	0.276	1	0.110450183515733
"1947"	"5730488B01Rik"	0.31	1	0.110450183515733
"1948"	"Itgb3bp"	0.301	1	0.110450183515733
"1949"	"Guca2b"	0.29	1	0.110450183515733
"1950"	"Nfyc"	0.299	1	0.110450183515733
"1951"	"Phactr4"	0.286	1	0.110450183515733
"1952"	"Pla2g2d"	0.294	1	0.110450183515733
"1953"	"Znf41-ps"	0.297	1	0.110450183515733
"1954"	"Gm5861"	0.295	1	0.110450183515733
"1955"	"Gm6460"	0.306	1	0.110450183515733
"1956"	"Trmt44"	0.3	1	0.110450183515733
"1957"	"Fgfrl1"	0.331	1	0.110450183515733
"1958"	"Mmab"	0.325	1	0.110450183515733
"1959"	"Trim50"	0.305	1	0.110450183515733
"1960"	"Upk3b"	0.291	1	0.110450183515733
"1961"	"Lrwd1"	0.294	1	0.110450183515733
"1962"	"Col26a1"	0.279	1	0.110450183515733
"1963"	"Mir7039"	0.282	1	0.110450183515733
"1964"	"Mirc35hg"	0.297	1	0.110450183515733
"1965"	"Cep41"	0.288	1	0.110450183515733
"1966"	"Rarres2"	0.306	1	0.110450183515733
"1967"	"Lsm5"	0.299	1	0.110450183515733
"1968"	"Efcc1"	0.302	1	0.110450183515733
"1969"	"Vmn1r149"	0.287	1	0.110450183515733
"1970"	"Vmn1r101"	0.289	1	0.110450183515733
"1971"	"Zfp111"	0.307	1	0.110450183515733
"1972"	"Numbl"	0.334	1	0.110450183515733
"1973"	"9530053A07Rik"	0.289	1	0.110450183515733
"1974"	"Sipa1l3"	0.296	1	0.110450183515733
"1975"	"Zfp940"	0.311	1	0.110450183515733
"1976"	"Klk12"	0.285	1	0.110450183515733
"1977"	"Arnt2"	0.256	1	0.110450183515733
"1978"	"Olfr610"	0.301	1	0.110450183515733
"1979"	"Arfip2"	0.288	1	0.110450183515733
"1980"	"Kbtbd11"	0.305	1	0.110450183515733
"1981"	"Gm5346"	0.328	1	0.110450183515733
"1982"	"Gm5347"	0.315	1	0.110450183515733
"1983"	"Agrp"	0.304	1	0.110450183515733
"1984"	"2610044O15Rik8"	0.3	1	0.110450183515733
"1985"	"Scn2b"	0.29	1	0.110450183515733
"1986"	"Larp6"	0.269	1	0.110450183515733
"1987"	"Megf11"	0.288	1	0.110450183515733
"1988"	"Esyt3"	0.286	1	0.110450183515733
"1989"	"Fam212a"	0.307	1	0.110450183515733
"1990"	"Slc22a13"	0.289	1	0.110450183515733
"1991"	"Cxcr6"	0.258	1	0.110450183515733
"1992"	"Firre"	0.286	1	0.110450183515733
"1993"	"F9"	0.29	1	0.110450183515733
"1994"	"1110012L19Rik"	0.299	1	0.110450183515733
"1995"	"Brwd3"	0.299	1	0.110450183515733
"1996"	"Armcx6"	0.322	1	0.110450183515733
"1997"	"Yy2"	0.294	1	0.110450183515733
"1998"	"Mapk1ip1l"	0.142	1	0.110430236971508
"1999"	"Dcakd"	0.127	1	0.110418834336852
"2000"	"Abt1"	0.17	1	0.110298927223511
"2001"	"Trip6"	0.175	1	0.110297686875184
"2002"	"Stk35"	0.177	1	0.110234312960414
"2003"	"Eefsec"	0.192	1	0.110234312960414
"2004"	"Sepn1"	0.168	1	0.110227656584612
"2005"	"Pcnt"	0.146	1	0.110123604151181
"2006"	"Ubp1"	0.131	1	0.1100070416071
"2007"	"Msmo1"	0.124	1	0.110004364581503
"2008"	"Arfrp1"	0.163	1	0.109991407287156
"2009"	"Zfp654"	0.172	1	0.109985066719511
"2010"	"Nom1"	0.135	1	0.109950562950667
"2011"	"Frg1"	0.158	1	0.109947949293582
"2012"	"Zfp575"	0.152	1	0.109941495247632
"2013"	"Timm22"	0.197	1	0.10993339955567
"2014"	"Gbp9"	0.145	1	0.109795460282238
"2015"	"Nt5dc3"	0.166	1	0.10978447386795
"2016"	"Hsh2d"	0.139	1	0.109673168121549
"2017"	"Ten1"	0.157	1	0.109661806921059
"2018"	"Psme4"	0.152	1	0.10955566639237
"2019"	"Exosc2"	0.158	1	0.109477933300988
"2020"	"Gm6682"	0.159	1	0.109288770228237
"2021"	"Foxj2"	0.154	1	0.108902298986724
"2022"	"Fam32a"	0.128	1	0.108888358902554
"2023"	"Cpne1"	0.133	1	0.108872836236579
"2024"	"Cdc73"	0.144	1	0.108833778059451
"2025"	"Cxcl3"	0.143	1	0.108814117663974
"2026"	"Fam126b"	0.162	1	0.108698667287146
"2027"	"Tln2"	0.161	1	0.108565079948458
"2028"	"Comt"	0.169	1	0.108510789694931
"2029"	"Dcaf12"	0.158	1	0.108503649975016
"2030"	"L3mbtl2"	0.169	1	0.108495563623797
"2031"	"Sephs2"	0.117	1	0.108327499078722
"2032"	"Agbl5"	0.136	1	0.108319809236632
"2033"	"Yars2"	0.137	1	0.108300000905095
"2034"	"Rab2b"	0.139	1	0.108172908469141
"2035"	"Rbm43"	0.144	1	0.108076613429335
"2036"	"Tm9sf3"	0.14	1	0.108073906928147
"2037"	"Use1"	0.146	1	0.107910222638517
"2038"	"Wrb"	0.163	1	0.107834199774955
"2039"	"Kat7"	0.171	1	0.10778100998861
"2040"	"Nt5c3"	0.142	1	0.107688588762318
"2041"	"Gabpb1"	0.17	1	0.107648595832237
"2042"	"Gbas"	0.141	1	0.107582287207994
"2043"	"Trp53i13"	0.152	1	0.107554182035265
"2044"	"1700071M16Rik"	0.164	1	0.107543861749238
"2045"	"Rpp30"	0.162	1	0.107509334020441
"2046"	"Abcd4"	0.138	1	0.107439298264682
"2047"	"Ppp2r4"	0.135	1	0.107260547472337
"2048"	"Hnrnpdl"	0.137	1	0.107188505279839
"2049"	"Tbca"	0.105	1	0.107178703822019
"2050"	"Rap1b"	0.163	1	0.107141834836124
"2051"	"Ikzf5"	0.181	1	0.106983144053722
"2052"	"Zfp277"	0.171	1	0.106629183095208
"2053"	"Hist1h2bp"	0.164	1	0.106601044569137
"2054"	"Tab2"	0.158	1	0.106432991949259
"2055"	"Lin37"	0.165	1	0.106387902797499
"2056"	"2610206C17Rik"	0.17	1	0.106371288144543
"2057"	"Ube2j1"	0.174	1	0.106305629273813
"2058"	"Rilpl1"	0.173	1	0.106260668010382
"2059"	"Polm"	0.159	1	0.106212632861046
"2060"	"Sp4"	0.155	1	0.106212632861046
"2061"	"Dhodh"	0.127	1	0.10620688308937
"2062"	"H2-Q2"	0.16	1	0.10619536583049
"2063"	"Tax1bp1"	0.175	1	0.10617890019045
"2064"	"Mcm2"	0.145	1	0.106177327106611
"2065"	"Ctsh"	0.159	1	0.106129245151071
"2066"	"Tubg2"	0.181	1	0.105966233093577
"2067"	"4932438A13Rik"	0.162	1	0.10596079933396
"2068"	"Ccdc124"	0.157	1	0.105957379737227
"2069"	"B020004J07Rik"	0.204	1	0.10589667471348
"2070"	"Atp5g1"	0.136	1	0.105803436511814
"2071"	"Syngr2"	0.15	1	0.105757358325559
"2072"	"Slc38a6"	0.147	1	0.105615190114975
"2073"	"Faf1"	0.157	1	0.105581797173421
"2074"	"Asf1a"	0.161	1	0.105519926137501
"2075"	"Tgfbr1"	0.148	1	0.105519315325834
"2076"	"Mfng"	0.163	1	0.105510025153424
"2077"	"Sgol2a"	0.181	1	0.10544028638367
"2078"	"Timm9"	0.168	1	0.105401849404091
"2079"	"Malat1"	0.161	1	0.105371881112542
"2080"	"Ubr1"	0.172	1	0.105228351465803
"2081"	"Prpf39"	0.114	1	0.105223758571417
"2082"	"Cul3"	0.145	1	0.105168332964536
"2083"	"Atp13a3"	0.14	1	0.105054627446617
"2084"	"Nkx6-2"	0.182	1	0.105023084919869
"2085"	"Sdf4"	0.154	1	0.104997678960044
"2086"	"Ube2g1"	0.172	1	0.104896246558666
"2087"	"Mcu"	0.134	1	0.104877502702756
"2088"	"Fam13b"	0.145	1	0.104789218018774
"2089"	"Tmem30a"	0.173	1	0.10451404922864
"2090"	"Chmp6"	0.138	1	0.104486649438715
"2091"	"Suz12"	0.141	1	0.104461837110267
"2092"	"Sppl2b"	0.131	1	0.104445908346194
"2093"	"Eaf2"	0.207	1	0.104347858418226
"2094"	"4930511M06Rik"	0.159	1	0.104189043781352
"2095"	"Senp3"	0.159	1	0.104175070035426
"2096"	"Enpp1"	0.145	1	0.104109441317998
"2097"	"Immp2l"	0.134	1	0.104060499090304
"2098"	"Exoc7"	0.166	1	0.103986984525712
"2099"	"Cops2"	0.151	1	0.103980142174293
"2100"	"Piezo1"	0.168	1	0.103977907025569
"2101"	"Ttll4"	0.157	1	0.103809089933148
"2102"	"H2-T23"	0.163	1	0.10377367492009
"2103"	"Lrrc41"	0.189	1	0.103731362847786
"2104"	"Atp5sl"	0.133	1	0.103729687083699
"2105"	"4632427E13Rik"	0.154	1	0.103705079426986
"2106"	"Spag9"	0.158	1	0.103704484675061
"2107"	"Nsmaf"	0.166	1	0.103601502959367
"2108"	"Lipe"	0.158	1	0.103537907078262
"2109"	"Rabgef1"	0.191	1	0.103419565095321
"2110"	"Hspa14"	0.137	1	0.103410196574123
"2111"	"Ptov1"	0.15	1	0.103355025076563
"2112"	"Lrp4"	0.165	1	0.103309330567058
"2113"	"Nt5e"	0.162	1	0.103293297332187
"2114"	"Cipc"	0.15	1	0.103191979296812
"2115"	"Emc8"	0.174	1	0.102919064223788
"2116"	"Atp6v0a2"	0.159	1	0.102785927741091
"2117"	"Acbd3"	0.185	1	0.102606231353428
"2118"	"1700021K19Rik"	0.163	1	0.102605483560539
"2119"	"Gimap5"	0.142	1	0.102582594702414
"2120"	"Mir7231"	0.193	1	0.102572107045823
"2121"	"Snupn"	0.184	1	0.10256410730475
"2122"	"Fam174a"	0.173	1	0.102413665709212
"2123"	"Nlk"	0.193	1	0.102244063620547
"2124"	"Lyn"	0.167	1	0.102209859894681
"2125"	"Bcl2a1d"	0.164	1	0.10215412212464
"2126"	"Ddx52"	0.164	1	0.102104058942552
"2127"	"Fchsd2"	0.171	1	0.102092536924185
"2128"	"Ccdc12"	0.165	1	0.102061599231421
"2129"	"Mroh8"	0.189	1	0.102036400275078
"2130"	"Rbm6"	0.159	1	0.102033998259804
"2131"	"Dazap1"	0.172	1	0.102022605539503
"2132"	"Phyh"	0.165	1	0.101956004685284
"2133"	"Lasp1"	0.166	1	0.101951158243758
"2134"	"Slc25a12"	0.183	1	0.10187595474442
"2135"	"Mios"	0.129	1	0.101856900984217
"2136"	"Smox"	0.164	1	0.101660387022165
"2137"	"Jmjd7"	0.195	1	0.101640472823134
"2138"	"Map1s"	0.19	1	0.101640472823134
"2139"	"Ppm1n"	0.16	1	0.101514870303653
"2140"	"Panx1"	0.185	1	0.101391213770163
"2141"	"Pop4"	0.146	1	0.101383506682142
"2142"	"Cfap74"	0.199	1	0.101317189185107
"2143"	"Dapk3"	0.177	1	0.101305698804051
"2144"	"Asb13"	0.101	1	0.101182692419388
"2145"	"Itgb2"	0.154	1	0.101176114183692
"2146"	"Dmxl1"	0.147	1	0.101120688099327
