"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"4621"	"Klhl22"	0.439	1	0.00567548419868183
"4622"	"Aimp2"	0.42	1	0.00567548419868183
"4623"	"Ptpn18"	0.467	1	0.00565982912450749
"4624"	"Mrpl3"	0.362	1	0.00565812181076076
"4625"	"Fam160b2"	0.428	1	0.00564899852977477
"4626"	"Cldnd1"	0.429	1	0.00564692589426178
"4627"	"Gcc1"	0.395	1	0.00562126068996601
"4628"	"Rabif"	0.449	1	0.00559651972295551
"4629"	"Fbxo4"	0.454	1	0.00551596605909915
"4630"	"Jund"	0.421	1	0.00550618496264793
"4631"	"Mmachc"	0.442	1	0.00545703515918859
"4632"	"Svil"	0.431	1	0.00545243727381172
"4633"	"Atp1a3"	0.397	1	0.00544849278564695
"4634"	"Smpdl3a"	0.433	1	0.0054051898906856
"4635"	"Mcm4"	0.444	1	0.00538791087862573
"4636"	"Lig3"	0.461	1	0.00537881651905818
"4637"	"Slx4"	0.44	1	0.00535036639983274
"4638"	"Nrros"	0.428	1	0.00531172884579742
"4639"	"Crtc3"	0.436	1	0.00529697040492952
"4640"	"Sugp1"	0.367	1	0.00528091369004337
"4641"	"Sirt7"	0.444	1	0.00527376808707874
"4642"	"Atxn7l1os2"	0.44	1	0.00525907177936289
"4643"	"Slc51b"	0.469	1	0.00523073235827112
"4644"	"Ube4b"	0.409	1	0.00521797740067003
"4645"	"Aimp1"	0.435	1	0.0051860210810973
"4646"	"Ifitm1"	0.471	1	0.00515030469536417
"4647"	"Neurl3"	0.438	1	0.0051477595448684
"4648"	"Twf1"	0.423	1	0.00514517620062938
"4649"	"A530032D15Rik"	0.451	1	0.00504058350310693
"4650"	"Strn"	0.402	1	0.00499528971334755
"4651"	"Cenpf"	0.463	1	0.0049881822783544
"4652"	"Ier3"	0.42	1	0.0049807437485576
"4653"	"Ap5z1"	0.416	1	0.0049450945125647
"4654"	"Rpn1"	0.446	1	0.00493288559873106
"4655"	"Klhl17"	0.424	1	0.00492491891916546
"4656"	"Arpc1b"	0.381	1	0.00490197247740643
"4657"	"Hypk"	0.453	1	0.00482445038719755
"4658"	"Fam65b"	0.461	1	0.00480893087161872
"4659"	"Myoz3"	0.449	1	0.00480397184316106
"4660"	"Son"	0.462	1	0.0047063818825109
"4661"	"Rbm18"	0.42	1	0.00464869589119846
"4662"	"Lrrcc1"	0.455	1	0.00462797639975559
"4663"	"Hars2"	0.379	1	0.00462491107068019
"4664"	"Cnot7"	0.454	1	0.00460433602751792
"4665"	"H2afj"	0.46	1	0.0045962498669275
"4666"	"Relt"	0.436	1	0.00456711478297101
"4667"	"Fastk"	0.431	1	0.00453485879393943
"4668"	"Rnaseh2a"	0.367	1	0.0045264974486086
"4669"	"Lifr"	0.459	1	0.00451699796815144
"4670"	"Zgrf1"	0.425	1	0.00451699796815144
"4671"	"Ddx55"	0.423	1	0.00451699796815144
"4672"	"Zfx"	0.423	1	0.00449933687819489
"4673"	"Git2"	0.435	1	0.00449782294721926
"4674"	"Leprot"	0.415	1	0.00447870235041639
"4675"	"St8sia4"	0.442	1	0.0044651175419245
"4676"	"Mrpl49"	0.462	1	0.00443860817656345
"4677"	"Gsn"	0.435	1	0.0044335826444997
"4678"	"Gm10052"	0.436	1	0.00441154552022857
"4679"	"Slc25a19"	0.454	1	0.00439419490953732
"4680"	"Ywhab"	0.451	1	0.00434592774498903
"4681"	"Slc4a9"	0.45	1	0.00430925387557266
"4682"	"H2-Oa"	0.425	1	0.0042821792131272
"4683"	"Pxk"	0.45	1	0.00427529532478821
"4684"	"BC024978"	0.442	1	0.00426156868473664
"4685"	"Selplg"	0.405	1	0.00422220234435583
"4686"	"Ube4a"	0.45	1	0.00418613459028376
"4687"	"Ube2r2"	0.458	1	0.00413340292789091
"4688"	"Srgap2"	0.452	1	0.00413214683400073
"4689"	"Parp8"	0.472	1	0.00407491378566236
"4690"	"Rabepk"	0.476	1	0.00407491378566236
"4691"	"Sec16a"	0.427	1	0.00402040003760752
"4692"	"Zfyve27"	0.461	1	0.00396049924595816
"4693"	"Dip2b"	0.444	1	0.00386287587037523
"4694"	"Gne"	0.413	1	0.00385409255890016
"4695"	"Tbxas1"	0.445	1	0.00379676591358397
"4696"	"Srp9"	0.447	1	0.0037747551865008
"4697"	"Rsl1"	0.438	1	0.00376543156172904
"4698"	"Rpl12"	0.439	1	0.00369856282581637
"4699"	"Paip1"	0.459	1	0.00367860378192911
"4700"	"Prdm1"	0.452	1	0.00362600016231107
"4701"	"Phb"	0.448	1	0.0036237423989354
"4702"	"Gm15441"	0.418	1	0.00352827932641538
"4703"	"Pigq"	0.431	1	0.00349447007771398
"4704"	"Pcyox1"	0.478	1	0.00348071648616821
"4705"	"Prdx2"	0.42	1	0.00346868330301014
"4706"	"Sbk1"	0.429	1	0.00346457841003668
"4707"	"Foxd4"	0.497	1	0.0033740676513467
"4708"	"Rab31"	0.477	1	0.00336930868805486
"4709"	"Tmem104"	0.45	1	0.00333736752538936
"4710"	"Rreb1"	0.401	1	0.00329581043136632
"4711"	"Dyrk1a"	0.393	1	0.0032724088767067
"4712"	"Hnrnpa1"	0.458	1	0.00326352228175486
"4713"	"Nudt14"	0.435	1	0.00325427688518994
"4714"	"Plekho1"	0.426	1	0.00314916740290627
"4715"	"Ap1b1"	0.455	1	0.00307896625783354
"4716"	"2010111I01Rik"	0.471	1	0.00306941100101962
"4717"	"Rmnd5b"	0.423	1	0.00306597617947718
"4718"	"Kif21b"	0.493	1	0.00301019935227332
"4719"	"Eri1"	0.377	1	0.00300190681643499
"4720"	"Ankle2"	0.451	1	0.0029741240320801
"4721"	"Slfn1"	0.459	1	0.00284647760408281
"4722"	"Myo19"	0.476	1	0.00283774209934091
"4723"	"Tyw1"	0.436	1	0.00283774209934091
"4724"	"Zw10"	0.48	1	0.00281191409163426
"4725"	"Arhgap39"	0.409	1	0.00271019878089087
"4726"	"Cdc45"	0.44	1	0.00271019878089087
"4727"	"B3galt4"	0.426	1	0.00271019878089087
"4728"	"BC037704"	0.416	1	0.00271019878089087
"4729"	"Msrb2"	0.465	1	0.00271019878089087
"4730"	"Smpd1"	0.411	1	0.00271019878089087
"4731"	"Dusp8"	0.427	1	0.00271019878089087
"4732"	"Nkrf"	0.424	1	0.00271019878089087
"4733"	"Fancb"	0.452	1	0.00271019878089087
"4734"	"Cdk13"	0.453	1	0.00269831532608684
"4735"	"Gabarapl1"	0.429	1	0.00262609986973202
"4736"	"Ice2"	0.398	1	0.00262325498865081
"4737"	"S100a8"	0.441	1	0.00261914984972091
"4738"	"Pmpca"	0.439	1	0.00260920640494489
"4739"	"Gm12191"	0.473	1	0.00257539229877965
"4740"	"Rpl30"	0.438	1	0.00257539229877965
"4741"	"Wdr4"	0.46	1	0.00253853601390165
"4742"	"Ttc27"	0.451	1	0.00242541533241314
"4743"	"Tgs1"	0.438	1	0.00241066533284611
"4744"	"Prkcz"	0.406	1	0.0023124555353401
"4745"	"Fbxo7"	0.428	1	0.00230625999271004
"4746"	"Kdm2b"	0.45	1	0.00230585112864231
"4747"	"Ddx19b"	0.427	1	0.00228460225873821
"4748"	"Gpn1"	0.419	1	0.00224351410697439
"4749"	"Tnfrsf13c"	0.434	1	0.00220279393342582
"4750"	"Actr8"	0.448	1	0.00218080521180861
"4751"	"Hdac3"	0.372	1	0.00216891584508823
"4752"	"Cdc16"	0.45	1	0.00208574957059294
"4753"	"Rpl34-ps1"	0.461	1	0.00208164051757761
"4754"	"Xrcc5"	0.449	1	0.00202695864238637
"4755"	"Dgkg"	0.473	1	0.00200329601021201
"4756"	"Ift57"	0.441	1	0.00195207140754432
"4757"	"Rassf1"	0.462	1	0.00194269180148102
"4758"	"Mrpl1"	0.407	1	0.00192704627945008
"4759"	"Krt83"	0.483	1	0.00191404709844217
"4760"	"Mir5116"	0.46	1	0.00191404709844217
"4761"	"Zmynd8"	0.447	1	0.00191307666618959
"4762"	"Baz2b"	0.468	1	0.00190218911394087
"4763"	"Uchl3"	0.39	1	0.001873753563322
"4764"	"Sdhaf1"	0.414	1	0.00180679918726058
"4765"	"Zfp143"	0.469	1	0.00179825783196749
"4766"	"Polg"	0.427	1	0.00178951136201284
"4767"	"Ube2q1"	0.448	1	0.00173476621468653
"4768"	"Mbnl1"	0.475	1	0.00171376450135693
"4769"	"Tmed8"	0.389	1	0.00169978427588562
"4770"	"Dph3"	0.446	1	0.00169114562534462
"4771"	"5430427O19Rik"	0.457	1	0.00164166968505516
"4772"	"Clec2i"	0.41	1	0.00154560367715359
"4773"	"Ebp"	0.391	1	0.0014990028506576
"4774"	"Fam76b"	0.429	1	0.00148316492727038
"4775"	"Alad"	0.438	1	0.00148181313070799
"4776"	"Aig1"	0.426	1	0.00135509939044543
"4777"	"Pip5k1b"	0.466	1	0.00135509939044543
"4778"	"Idnk"	0.483	1	0.00131715252395917
"4779"	"Glrx5"	0.44	1	0.00131367211565006
"4780"	"Serac1"	0.445	1	0.00126395726215187
"4781"	"Sfxn1"	0.449	1	0.00126024962424918
"4782"	"Gm7609"	0.431	1	0.00123025894916303
"4783"	"D16Ertd472e"	0.472	1	0.00119622277958522
"4784"	"Med29"	0.455	1	0.00115945012231672
"4785"	"Dennd6a"	0.454	1	0.00112507085168004
"4786"	"Ctso"	0.421	1	0.00109291327637035
"4787"	"Zfp646"	0.469	1	0.00104278767629335
"4788"	"Mgea5"	0.464	1	0.000911375869470987
"4789"	"Pja1"	0.431	1	0.000898861555171901
"4790"	"Pde4c"	0.475	1	0.000844746487921143
"4791"	"Kdm5a"	0.442	1	0.000773683740480049
"4792"	"U2af2"	0.455	1	0.000705318613920285
"4793"	"Car5a"	0.429	1	0.000699844509344314
"4794"	"Mir6945"	0.471	1	0.000688131736297942
"4795"	"Sp140"	0.437	1	0.000682220987123231
"4796"	"Gorab"	0.458	1	0.000581316755345963
"4797"	"Mpzl1"	0.458	1	0.000581316755345963
"4798"	"Rgs5"	0.467	1	0.000581316755345963
"4799"	"Hal"	0.482	1	0.000581316755345963
"4800"	"Tsfm"	0.472	1	0.000581316755345963
"4801"	"4931440F15Rik"	0.474	1	0.000581316755345963
"4802"	"Cdkl3"	0.448	1	0.000581316755345963
"4803"	"Slc36a1"	0.464	1	0.000581316755345963
"4804"	"Zfp39"	0.486	1	0.000581316755345963
"4805"	"Fam83g"	0.46	1	0.000581316755345963
"4806"	"Snord49b"	0.492	1	0.000581316755345963
"4807"	"Xylt2"	0.472	1	0.000581316755345963
"4808"	"Psmc3ip"	0.458	1	0.000581316755345963
"4809"	"Cep131"	0.492	1	0.000581316755345963
"4810"	"Arl4a"	0.477	1	0.000581316755345963
"4811"	"Syne3"	0.48	1	0.000581316755345963
"4812"	"Nid1"	0.48	1	0.000581316755345963
"4813"	"Gpld1"	0.49	1	0.000581316755345963
"4814"	"Zfhx2"	0.49	1	0.000581316755345963
"4815"	"Cenpj"	0.462	1	0.000581316755345963
"4816"	"Dnajc15"	0.486	1	0.000581316755345963
"4817"	"Pam16"	0.466	1	0.000581316755345963
"4818"	"Wdr5b"	0.484	1	0.000581316755345963
"4819"	"BC117090"	0.474	1	0.000581316755345963
"4820"	"Gramd1c"	0.441	1	0.000581316755345963
"4821"	"Zfp945"	0.477	1	0.000581316755345963
"4822"	"Ccnf"	0.488	1	0.000581316755345963
"4823"	"Cyp4f16"	0.464	1	0.000581316755345963
"4824"	"Cyp4f37"	0.462	1	0.000581316755345963
"4825"	"Prr3"	0.456	1	0.000581316755345963
"4826"	"Snrpd1"	0.463	1	0.000581316755345963
"4827"	"Pkd2l2"	0.509	1	0.000581316755345963
"4828"	"Socs6"	0.495	1	0.000581316755345963
"4829"	"Frat1"	0.483	1	0.000581316755345963
"4830"	"Mir8093"	0.487	1	0.000581316755345963
"4831"	"Pdk1"	0.488	1	0.000581316755345963
"4832"	"Prdm11"	0.481	1	0.000581316755345963
"4833"	"Pla2g4b"	0.471	1	0.000581316755345963
"4834"	"Kcnb1"	0.489	1	0.000581316755345963
"4835"	"Selenbp1"	0.468	1	0.000581316755345963
"4836"	"Wdr47"	0.487	1	0.000581316755345963
"4837"	"AU022252"	0.444	1	0.000581316755345963
"4838"	"Exo5"	0.471	1	0.000581316755345963
"4839"	"Extl1"	0.454	1	0.000581316755345963
"4840"	"Il22ra1"	0.489	1	0.000581316755345963
"4841"	"Abcb1b"	0.48	1	0.000581316755345963
"4842"	"Poln"	0.462	1	0.000581316755345963
"4843"	"Lyar"	0.482	1	0.000581316755345963
"4844"	"Pus1"	0.474	1	0.000581316755345963
"4845"	"B3glct"	0.492	1	0.000581316755345963
"4846"	"Slc25a26"	0.469	1	0.000581316755345963
"4847"	"Ogg1"	0.478	1	0.000581316755345963
"4848"	"Gpr19"	0.485	1	0.000581316755345963
"4849"	"Tmem160"	0.461	1	0.000581316755345963
"4850"	"Zfp607"	0.472	1	0.000581316755345963
"4851"	"Palb2"	0.48	1	0.000581316755345963
"4852"	"Zfp553"	0.454	1	0.000581316755345963
"4853"	"Zfp629"	0.47	1	0.000581316755345963
"4854"	"Rassf7"	0.474	1	0.000581316755345963
"4855"	"Scoc"	0.464	1	0.000581316755345963
"4856"	"9330175E14Rik"	0.464	1	0.000581316755345963
"4857"	"Gria4"	0.494	1	0.000581316755345963
"4858"	"Nxpe2"	0.46	1	0.000581316755345963
"4859"	"Tspan3"	0.485	1	0.000581316755345963
"4860"	"Itga9"	0.474	1	0.000581316755345963
"4861"	"Apln"	0.472	1	0.000581316755345963
"4862"	"Amer1"	0.477	1	0.000581316755345963
"4863"	"Zc4h2"	0.483	1	0.000581316755345963
"4864"	"Ngfrap1"	0.492	1	0.000581316755345963
"4865"	"Spin2c"	0.475	1	0.000581316755345963
"4866"	"S100g"	0.484	1	0.000581316755345963
"4867"	"Fam63a"	0.431	1	0.000572496550131888
"4868"	"Edf1"	0.445	1	0.000543196290896027
"4869"	"Rcbtb1"	0.473	1	0.000536444855829865
"4870"	"Tceanc2"	0.462	1	0.000491522668784244
"4871"	"Tex9"	0.462	1	0.000429090374738215
"4872"	"Abhd13"	0.417	1	0.000352878322968374
"4873"	"4930459C07Rik"	0.437	1	0.000311569530791722
"4874"	"Prom1"	0.476	1	0.000291059567483635
"4875"	"Calr"	0.459	1	0.000270442193148866
"4876"	"Ghdc"	0.468	1	0.000266000503106768
"4877"	"Alkbh1"	0.426	1	0.000264208241915007
"4878"	"Ubqln1"	0.482	1	0.000239046978804714
"4879"	"Aim1"	0.458	1	0.000204639902088617
"4880"	"Gm5643"	0.447	1	0.000188473533526408
"4881"	"Arrdc4"	0.479	1	0.00011220977371717
"4882"	"Eif4g3"	0.459	1	9.09221319193452e-05
"4883"	"Ran"	0.48	1	-3.61236341683443e-05
"4884"	"Llgl2"	0.46	1	-4.88338657532846e-05
"4885"	"Bcl10"	0.457	1	-0.000100192034911415
"4886"	"Aqp9"	0.452	1	-0.000121958744808464
"4887"	"Pla2g4a"	0.459	1	-0.000181165422631684
"4888"	"Cars"	0.468	1	-0.000205178805132894
"4889"	"Stxbp5"	0.459	1	-0.000246362951933484
"4890"	"Tns3"	0.448	1	-0.000250263820044714
"4891"	"Trim36"	0.439	1	-0.000267647775041881
"4892"	"Chtop"	0.467	1	-0.000354608691561988
"4893"	"Gjc3"	0.452	1	-0.00036970887875782
"4894"	"Gm20767"	0.448	1	-0.000377547922633254
"4895"	"Zfp746"	0.461	1	-0.000378632973498
"4896"	"Kctd3"	0.427	1	-0.000385409255890016
"4897"	"Zfp871"	0.471	1	-0.000387764801235192
"4898"	"Snrpd3"	0.441	1	-0.00038949041843046
"4899"	"Pfkfb3"	0.438	1	-0.000405391728477273
"4900"	"Atf2"	0.479	1	-0.00046152601395054
"4901"	"H2afv"	0.474	1	-0.000558543395151162
"4902"	"Vbp1"	0.452	1	-0.000567237859530014
"4903"	"Cyp3a13"	0.482	1	-0.00059422355462115
"4904"	"Lrp8"	0.444	1	-0.00071273985349628
"4905"	"Tyms"	0.467	1	-0.00073946853680645
"4906"	"Mrps2"	0.455	1	-0.00081228940563293
"4907"	"Adck3"	0.464	1	-0.000859024491968515
"4908"	"Dda1"	0.46	1	-0.000892563191698049
"4909"	"Xrcc4"	0.461	1	-0.000895661541111856
"4910"	"Fahd2a"	0.443	1	-0.000903399593630289
"4911"	"Sclt1"	0.432	1	-0.000903399593630289
"4912"	"Gm13830"	0.491	1	-0.000913653901975419
"4913"	"Ddx60"	0.468	1	-0.000913653901975419
"4914"	"Dennd5b"	0.449	1	-0.000956728912794507
"4915"	"Rpl11"	0.485	1	-0.000972683590098228
"4916"	"Pqlc3"	0.441	1	-0.00105400537045337
"4917"	"Letmd1"	0.438	1	-0.00115376407153584
"4918"	"Gm6548"	0.421	1	-0.00116483399235101
"4919"	"Gemin7"	0.477	1	-0.00120953583202402
"4920"	"Cfap97"	0.473	1	-0.00122926599875535
"4921"	"Rasa2"	0.481	1	-0.00122979418988389
"4922"	"Phb2"	0.455	1	-0.00124242788701863
"4923"	"Prorsd1"	0.497	1	-0.00124876738693018
"4924"	"Nsd1"	0.487	1	-0.00129341678283496
"4925"	"Gltscr1l"	0.45	1	-0.00133184584865262
"4926"	"Map4k4"	0.453	1	-0.00134907331751309
"4927"	"Clec4e"	0.458	1	-0.00144077095558418
"4928"	"Rsu1"	0.451	1	-0.00154021988654212
"4929"	"Baz1b"	0.477	1	-0.00154850014813983
"4930"	"Ube2v2"	0.458	1	-0.00159498092625948
"4931"	"Rnf169"	0.448	1	-0.00161204273412481
"4932"	"Nmt2"	0.471	1	-0.00165339952325598
"4933"	"Riok2"	0.483	1	-0.00167332045795481
"4934"	"Pcyt1a"	0.48	1	-0.00170679016729419
"4935"	"Sacm1l"	0.438	1	-0.00171101211266195
"4936"	"Mrpl41"	0.483	1	-0.00173419892576658
"4937"	"Zxdb"	0.461	1	-0.00177049568850998
"4938"	"Inpp4a"	0.456	1	-0.00177848883618888
"4939"	"Timm8a1"	0.442	1	-0.00179033855035425
"4940"	"AI846148"	0.477	1	-0.00190515920527128
"4941"	"Mterf4"	0.456	1	-0.00193786360350248
"4942"	"Usp6nl"	0.449	1	-0.00209733391086947
"4943"	"Pdcd10"	0.477	1	-0.00211546687713369
"4944"	"Whsc1l1"	0.491	1	-0.00211558705243927
"4945"	"Olfr1033"	0.475	1	-0.00214811749084438
"4946"	"Mir7082"	0.487	1	-0.00214811749084438
"4947"	"Tram1"	0.5	1	-0.00227270423518507
"4948"	"Ppm1k"	0.458	1	-0.00230427937598397
"4949"	"Mxd1"	0.452	1	-0.00231382090549115
"4950"	"Lgr5"	0.471	1	-0.00235009220584051
"4951"	"Nars"	0.466	1	-0.00238577409054162
"4952"	"Hdhd2"	0.453	1	-0.00243235037086364
"4953"	"G530011O06Rik"	0.456	1	-0.00243235037086364
"4954"	"Harbi1"	0.449	1	-0.00247186927672273
"4955"	"Sc5d"	0.465	1	-0.002503595059924
"4956"	"Il10rb"	0.442	1	-0.0025643869882592
"4957"	"Snrpa1"	0.462	1	-0.00261861611271418
"4958"	"9530082P21Rik"	0.462	1	-0.00268504297405605
"4959"	"Cbx3"	0.458	1	-0.0027085538167435
"4960"	"Mtus1"	0.494	1	-0.0027167361024512
"4961"	"Chek2"	0.517	1	-0.00272094882173621
"4962"	"Nagk"	0.472	1	-0.00272094882173621
"4963"	"Ccdc71"	0.431	1	-0.00273016921302465
"4964"	"Slc25a16"	0.463	1	-0.00275256340321422
"4965"	"Cdk5r1"	0.472	1	-0.00288051331895081
"4966"	"Rpl5"	0.476	1	-0.00289716792532569
"4967"	"Nol9"	0.43	1	-0.00293475923134475
"4968"	"Ranbp6"	0.445	1	-0.0029754145298521
"4969"	"Minpp1"	0.414	1	-0.00299800570131521
"4970"	"Tmx2"	0.446	1	-0.00306471958705468
"4971"	"Romo1"	0.462	1	-0.00311524168066272
"4972"	"AW112010"	0.487	1	-0.00319964054384097
"4973"	"Ranbp9"	0.46	1	-0.00322475226421316
"4974"	"Diexf"	0.414	1	-0.00324313382781819
"4975"	"Cnp"	0.458	1	-0.00335128043235245
"4976"	"Psmd1"	0.453	1	-0.0033618838594949
"4977"	"Parp1"	0.493	1	-0.00336639225156788
"4978"	"Fut8"	0.47	1	-0.00336766285652269
"4979"	"Pygo2"	0.471	1	-0.00341635559850049
"4980"	"Sh3bgrl3"	0.512	1	-0.00342542543501553
"4981"	"Pdap1"	0.482	1	-0.00349597675633501
"4982"	"Tmed2"	0.451	1	-0.00351622137804768
"4983"	"Lat2"	0.45	1	-0.00352869078729344
"4984"	"Ugt1a1"	0.479	1	-0.00360713700486292
"4985"	"Ankrd13a"	0.49	1	-0.00362145097248251
"4986"	"Krcc1"	0.464	1	-0.00362276780117625
"4987"	"Aldh3a2"	0.504	1	-0.00364722580379609
"4988"	"Lypla2"	0.443	1	-0.00368240221412488
"4989"	"Smim4"	0.507	1	-0.00373851356650126
"4990"	"Gapdh"	0.473	1	-0.00380229950861123
"4991"	"Itgb7"	0.496	1	-0.00382639959653208
"4992"	"Rab8b"	0.499	1	-0.00384046562663995
"4993"	"Lsm2"	0.489	1	-0.00387904790016468
"4994"	"Htatip2"	0.484	1	-0.0038819945962991
"4995"	"Rnf123"	0.472	1	-0.00388503550146059
"4996"	"Cryzl1"	0.461	1	-0.00390947030065913
"4997"	"Myo1d"	0.485	1	-0.00392253305946258
"4998"	"Fam45a"	0.501	1	-0.00397108118574092
"4999"	"Ggt1"	0.491	1	-0.00401341665268912
"5000"	"Wdfy1"	0.475	1	-0.00402368938354405
"5001"	"Psip1"	0.492	1	-0.0040461741385873
"5002"	"Ints2"	0.448	1	-0.00405391728477273
"5003"	"Kremen1"	0.459	1	-0.00405425032492716
"5004"	"Snip1"	0.438	1	-0.00406144702816465
"5005"	"Rpl36al"	0.481	1	-0.00407556296506358
"5006"	"Mpzl2"	0.476	1	-0.00411280513907512
"5007"	"Med16"	0.474	1	-0.00416964839463766
"5008"	"Lrpprc"	0.472	1	-0.00417131999778468
"5009"	"Dnmbp"	0.445	1	-0.00423950181479018
"5010"	"Ano6"	0.472	1	-0.00430673061271319
"5011"	"Tubgcp4"	0.399	1	-0.00433783169017646
"5012"	"Serpinb1a"	0.442	1	-0.00436113388451552
"5013"	"Cybrd1"	0.477	1	-0.00441295739707075
"5014"	"Atp1a1"	0.465	1	-0.0044396283195727
"5015"	"Pias3"	0.46	1	-0.00454404433242987
"5016"	"Ralgds"	0.496	1	-0.00464914311544414
"5017"	"Uqcrc1"	0.476	1	-0.00480549646787463
"5018"	"Lad1"	0.49	1	-0.00483867043279855
"5019"	"Atg13"	0.436	1	-0.00486370153447517
"5020"	"Rnf6"	0.511	1	-0.00487429713270423
"5021"	"Ipmk"	0.463	1	-0.00491273839312074
"5022"	"D17Wsu92e"	0.481	1	-0.00495109426824355
"5023"	"Arl10"	0.481	1	-0.00496869776496659
"5024"	"Prmt6"	0.454	1	-0.00496869776496659
"5025"	"Zdhhc4"	0.49	1	-0.00498794105465527
"5026"	"Fau"	0.484	1	-0.00499505027288847
"5027"	"Ppm1g"	0.506	1	-0.00503425415678864
"5028"	"Cggbp1"	0.493	1	-0.00512339739348176
"5029"	"Dapp1"	0.482	1	-0.00512829892812718
"5030"	"Phykpl"	0.459	1	-0.00514248902162523
"5031"	"Alg9"	0.492	1	-0.00525619112352798
"5032"	"Gramd3"	0.448	1	-0.00526924811099396
"5033"	"Actr10"	0.482	1	-0.0052745021793602
"5034"	"Asl"	0.489	1	-0.00530756346863408
"5035"	"Ap1s3"	0.488	1	-0.00532102761210006
"5036"	"Ubxn6"	0.477	1	-0.00532798959418919
"5037"	"Zfp219"	0.423	1	-0.00542039756178173
"5038"	"Bcorl1"	0.46	1	-0.00542039756178173
"5039"	"Mrpl13"	0.466	1	-0.0054840015296004
"5040"	"Emc3"	0.484	1	-0.00548736574121025
"5041"	"Marcks"	0.482	1	-0.0055222919316301
"5042"	"Gprasp1"	0.441	1	-0.00558705058736825
"5043"	"Rftn2"	0.494	1	-0.00563542810792904
"5044"	"Tmem8b"	0.469	1	-0.00565105989884112
"5045"	"2810408A11Rik"	0.442	1	-0.00567548419868183
"5046"	"Mlycd"	0.486	1	-0.00567548419868183
"5047"	"Zfp266"	0.451	1	-0.00567548419868183
"5048"	"Tmem167"	0.5	1	-0.00579430809096025
"5049"	"Adipor1"	0.467	1	-0.00584418682314775
"5050"	"Ric8b"	0.466	1	-0.00587209735859688
"5051"	"Zfp169"	0.49	1	-0.00587209735859688
"5052"	"Tango2"	0.503	1	-0.00587209735859688
"5053"	"Zdhhc24"	0.47	1	-0.00587209735859688
"5054"	"Fastkd5"	0.464	1	-0.00587209735859688
"5055"	"Prmt10"	0.496	1	-0.00587209735859688
"5056"	"2310009A05Rik"	0.504	1	-0.00587209735859688
"5057"	"Bptf"	0.49	1	-0.0059180983288507
"5058"	"Tada1"	0.479	1	-0.00592365091873951
"5059"	"Traf1"	0.471	1	-0.00596077890567025
"5060"	"Osbpl2"	0.487	1	-0.00597760013650635
"5061"	"Tuba1a"	0.461	1	-0.00599208053050904
"5062"	"Bend5"	0.49	1	-0.00599987385102468
"5063"	"Dhdds"	0.449	1	-0.00600234890448359
"5064"	"Afg3l1"	0.505	1	-0.00602999414510386
"5065"	"Tlk1"	0.487	1	-0.00603019184741052
"5066"	"Stim2"	0.474	1	-0.00612008756936031
"5067"	"4933427D14Rik"	0.459	1	-0.00612859949799687
"5068"	"Dnajb14"	0.509	1	-0.00617184405380224
"5069"	"Rpl34"	0.48	1	-0.0061983918878308
"5070"	"C130050O18Rik"	0.472	1	-0.00622054932659558
"5071"	"Vrk1"	0.46	1	-0.00624285643567568
"5072"	"E2f3"	0.496	1	-0.00629357867685862
"5073"	"Zfp472"	0.452	1	-0.00629357867685862
"5074"	"Tmem181b-ps"	0.5	1	-0.00632379715541202
"5075"	"Caap1"	0.478	1	-0.00632379715541202
"5076"	"Maz"	0.51	1	-0.00632379715541202
"5077"	"Fbxo25"	0.486	1	-0.00632379715541202
"5078"	"Zmym3"	0.492	1	-0.00632379715541202
"5079"	"Ofd1"	0.491	1	-0.00632379715541202
"5080"	"Ranbp1"	0.476	1	-0.00632653664647921
"5081"	"Ostm1"	0.5	1	-0.00639333763691926
"5082"	"Tmem65"	0.488	1	-0.00645786567553223
"5083"	"Thoc1"	0.482	1	-0.00647902972535816
"5084"	"Prss55"	0.497	1	-0.00652246583583656
"5085"	"Galnt3"	0.49	1	-0.00652246583583656
"5086"	"Alpk1"	0.495	1	-0.00652246583583656
"5087"	"Vsig10"	0.507	1	-0.00652246583583656
"5088"	"Nacc1"	0.456	1	-0.00655195735013027
"5089"	"Rassf4"	0.494	1	-0.00656099879758906
"5090"	"Hgh1"	0.508	1	-0.00656137289662191
"5091"	"Nae1"	0.478	1	-0.00659110832024423
"5092"	"2410002F23Rik"	0.453	1	-0.00664463217561776
"5093"	"Pias4"	0.497	1	-0.0066967591355689
"5094"	"Rabac1"	0.474	1	-0.00672226410542977
"5095"	"Ddt"	0.479	1	-0.00677549695222717
"5096"	"Elk3"	0.495	1	-0.00677549695222717
"5097"	"Guf1"	0.51	1	-0.00677549695222717
"5098"	"Ahcyl2"	0.494	1	-0.00677549695222717
"5099"	"Dync2h1"	0.488	1	-0.00677549695222717
"5100"	"Galnt1"	0.478	1	-0.00686647415340739
"5101"	"Tceb1"	0.481	1	-0.00686977646009798
"5102"	"Qrich1"	0.469	1	-0.00692477637063106
"5103"	"Atp2b1"	0.461	1	-0.00695480820750963
"5104"	"Vps41"	0.546	1	-0.00702507468012899
"5105"	"Rpl23"	0.477	1	-0.00703686881820759
"5106"	"Acp1"	0.488	1	-0.00705995960343159
"5107"	"Acp5"	0.466	1	-0.00706827670106949
"5108"	"Gabpb2"	0.484	1	-0.00709050365549145
