"gene.id"	"corr.coef"
"527"	"Nck2"	0.177676149776433
"528"	"Gbp5"	0.177676149776433
"529"	"Pycrl"	0.177675675263572
"530"	"Senp3"	0.177565475108353
"531"	"Tgoln1"	0.177136488591763
"532"	"Mrto4"	0.1771027565499
"533"	"Mrps28"	0.177045243176301
"534"	"Wdfy3"	0.177030814643431
"535"	"Rad23b"	0.176918486495241
"536"	"Sirpb1a"	0.176799286986098
"537"	"Tinagl1"	0.176714196785841
"538"	"9430083A17Rik"	0.176057553474675
"539"	"Trpc6"	0.175968844421526
"540"	"Dctn5"	0.175661410486248
"541"	"Arhgap11a"	0.175553936364822
"542"	"Pdha1"	0.175279477895221
"543"	"Cstf2"	0.174968283535717
"544"	"Npas1"	0.174726936328791
"545"	"Eprs"	0.174583470334205
"546"	"1110008F13Rik"	0.174251589733542
"547"	"Tlr4"	0.174244699749566
"548"	"Eef1a1"	0.174149540845419
"549"	"Pde4dip"	0.174052406854141
"550"	"Furin"	0.173933674929741
"551"	"Eral1"	0.173856036780002
"552"	"Itpripl1"	0.173856036780002
"553"	"Lonrf1"	0.173856036780002
"554"	"Slc25a17"	0.173668634963934
"555"	"Agpat9"	0.17362154330712
"556"	"Birc5"	0.173526847470953
"557"	"Fnip1"	0.173509008844846
"558"	"Rap1b"	0.173214012343249
"559"	"Emg1"	0.17320815521208
"560"	"H2-Q8"	0.173095041268092
"561"	"H2-Q6"	0.173095041268092
"562"	"Tulp4"	0.172922152674607
"563"	"Nol11"	0.172884765937283
"564"	"Itgb1"	0.172696739546149
"565"	"Epc2"	0.17249245485868
"566"	"Eif3h"	0.172179454409274
"567"	"Cacna1i"	0.171969404782485
"568"	"Gm7030"	0.171929824561403
"569"	"H2-L"	0.171886085195537
"570"	"Vhl"	0.171775532952808
"571"	"Ccdc101"	0.171432794863616
"572"	"Izumo4"	0.171297714805822
"573"	"Egr1"	0.170675216900719
"574"	"Jun"	0.170630177939427
"575"	"Gm9159"	0.170575816954778
"576"	"Ginm1"	0.170460221097288
"577"	"I730030J21Rik"	0.170276953777363
"578"	"Btbd9"	0.169737791334191
"579"	"Egr2"	0.169727974356211
"580"	"2210016F16Rik"	0.16960597438296
"581"	"Eme2"	0.169230848324537
"582"	"Zfp595"	0.16914115448781
"583"	"AA792892"	0.16914115448781
"584"	"Fbxl2"	0.16914115448781
"585"	"Pom121"	0.16904782638828
"586"	"Ndufs5"	0.1677716511547
"587"	"Adat3"	0.167261521446724
"588"	"Cpsf6"	0.167116330436939
"589"	"Ints1"	0.166625875236489
"590"	"Lpcat2"	0.166600620224208
"591"	"Chil1"	0.166577875753957
"592"	"Psmb7"	0.166524025873445
"593"	"Fastkd1"	0.166401421489294
"594"	"Fam219a"	0.166127592138258
"595"	"Pla2g7"	0.166098637605104
"596"	"Ccdc12"	0.165581200264475
"597"	"Cluh"	0.165564220773201
"598"	"Trappc9"	0.165430545303455
"599"	"Grrp1"	0.165225890423344
"600"	"Was"	0.165159308290801
"601"	"Traf3ip2"	0.165109288245575
"602"	"Pop1"	0.164955139571513
"603"	"Agpat6"	0.164841117056284
"604"	"Ttc37"	0.164683378311977
"605"	"Pcbp3"	0.16466019749539
"606"	"4833439L19Rik"	0.164619240818359
"607"	"Arf4"	0.164040532504438
"608"	"Lcmt2"	0.163841595469601
"609"	"Trub1"	0.16379032823861
"610"	"Cyp4f18"	0.16359769003372
"611"	"Rabggta"	0.163546040794579
"612"	"C030018K13Rik"	0.16350248245353
"613"	"Btg2"	0.163448727748715
"614"	"Tab2"	0.16310692801562
"615"	"Hyal3"	0.162978554287781
"616"	"Rps6kc1"	0.162892633483439
"617"	"Slc35f5"	0.162836992195354
"618"	"2510002D24Rik"	0.162836992195354
"619"	"Scarb2"	0.162836992195354
"620"	"Ifit1bl1"	0.162832895673617
"621"	"Rnf168"	0.162744964252205
"622"	"Cdk4"	0.162649875560291
"623"	"Cct5"	0.162608782425073
"624"	"Evi5"	0.16213485629396
"625"	"Rbm26"	0.161865098105176
"626"	"Ipo13"	0.161841739624135
"627"	"Pura"	0.161841036133892
"628"	"Ccdc93"	0.16173582048104
"629"	"Kdm4a"	0.161672011085555
"630"	"Prepl"	0.161651731636938
"631"	"Chaf1b"	0.16140883995864
"632"	"Eif2s3x"	0.161199527357885
"633"	"Hiat1"	0.161098849136028
"634"	"Lin7c"	0.160940326398678
"635"	"Rbm11"	0.160909823958945
"636"	"11-Sep"	0.160806778872459
"637"	"Gm38431"	0.160727396820643
"638"	"Clec4n"	0.160663038630855
"639"	"F8a"	0.160396493244585
"640"	"Ctdspl2"	0.160366877279322
"641"	"AI839979"	0.159863727533327
"642"	"Wbp11"	0.159861004982362
"643"	"Mzb1"	0.159607110108327
"644"	"Zbtb39"	0.159481514616765
"645"	"Dus2"	0.159405906807766
"646"	"Wdr46"	0.159330559841441
"647"	"Slc6a2"	0.158931501347555
"648"	"Ywhaq"	0.158518721774223
"649"	"Psmb2"	0.158509145796393
"650"	"Clec4d"	0.158424857956409
"651"	"Bach2os"	0.158352976345368
"652"	"Golga1"	0.15825173153817
"653"	"2010315B03Rik"	0.158102776160304
"654"	"Muc4"	0.157970613613363
"655"	"Mto1"	0.157860152559933
"656"	"Slfn8"	0.157758700920346
"657"	"Gm4262"	0.157733545971563
"658"	"Baz1a"	0.157485725911234
"659"	"Ncbp2"	0.157448882607966
"660"	"Slc3a2"	0.157331373809742
"661"	"Gtf2a2"	0.157316673168099
"662"	"Gm8909"	0.157231648055566
"663"	"Med12"	0.157128073963941
"664"	"Mlx"	0.156987869983846
"665"	"Hnrnpdl"	0.156411134028764
"666"	"Snhg5"	0.15608606947283
"667"	"Tlr2"	0.156018355123301
"668"	"Tctex1d4"	0.155720219155696
"669"	"Txndc11"	0.155691963672366
"670"	"Abt1"	0.155633286936157
"671"	"Mri1"	0.155386900761142
"672"	"Socs1"	0.155346313011391
"673"	"Tbc1d1"	0.155245289603138
"674"	"Gstp2"	0.155054547149055
"675"	"Astn2"	0.155035132373536
"676"	"Fam111a"	0.154895540066659
"677"	"H2-Q1"	0.154771746119225
"678"	"Pigo"	0.154752835523989
"679"	"Akirin2"	0.1546479115163
"680"	"Gm17066"	0.154605203881239
"681"	"Zfp110"	0.154496980495353
"682"	"Smox"	0.15438550143711
"683"	"Pde4d"	0.154382891030203
"684"	"Ipp"	0.154320118093761
"685"	"Tcf3"	0.154145528499753
"686"	"Egr3"	0.154112800122702
"687"	"Hist2h2aa1"	0.153802481771619
"688"	"Hist2h2aa2"	0.153802481771619
"689"	"Pisd-ps1"	0.153711888477387
